Customer ID,Age,Under 30,Senior Citizen,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Gender_Male,Married_Yes,Dependents_Yes,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction
8050-DVOJX,67,No,Yes,0,United States,California,Keeler,93530,36.560498,-117.962461,71,Q3,No,0,49,Offer B,Yes,43.19,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,4060.9,0.0,-0.27330037394865414,1.61494309620865,1.0969737202952696,0.6284068543374908,Stayed,No,69,0.11555988747512719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169-SAEJD,79,No,Yes,0,United States,California,Lancaster,93535,34.712708,-117.889656,57794,Q3,Yes,10,69,Offer A,No,0.0,No,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,56.55,3952.65,0.0,1.3201222533033088,-0.884832635609114,0.3344748926600155,-0.20383637151789624,Stayed,No,28,-0.20143800598623382,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580-BMCMR,66,No,Yes,0,United States,California,Tehachapi,93561,35.073777,-118.652112,25805,Q3,No,0,19,None,Yes,29.8,No,Yes,Fiber Optic,16,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,1637.3,0.0,-0.27330037394865414,-0.21603977475450475,-0.2900100276276465,-0.20383637151789624,Stayed,No,70,0.039480393044400555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199-QHJNM,72,No,Yes,0,United States,California,Bass Lake,93604,37.458367,-119.345011,613,Q3,Yes,9,67,Offer A,Yes,48.68,Yes,Yes,Fiber Optic,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.9,6989.7,0.0,-0.27330037394865414,2.967707179383749,2.5189801420586484,-0.20383637151789624,Stayed,No,52,1.2415364050498814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135-GRQJV,75,No,Yes,0,United States,California,Cantua Creek,93608,36.488056,-120.407691,1766,Q3,Yes,4,72,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,0.0,-0.27330037394865414,-0.40857463225945234,1.9897971040253217,-0.20383637151789624,Stayed,No,47,1.3953860493431287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384-OVPSA,65,No,Yes,0,United States,California,Caruthers,93609,36.5276,-119.865999,5446,Q3,No,0,38,None,Yes,4.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.2,735.9,0.0,-0.27330037394865414,-0.7012512395758689,-0.7480133379722596,-0.20383637151789624,Stayed,No,71,0.4621442509928819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371-WEPDS,71,No,Yes,0,United States,California,Chowchilla,93610,37.100948,-120.270136,19391,Q3,Yes,8,40,None,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,2283.3,0.0,1.7184779101162997,0.4645650405482607,0.15403866342115516,-0.20383637151789624,Stayed,No,78,-0.6875014426269873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349-ANQNH,70,No,Yes,0,United States,California,Del Rey,93616,36.657462,-119.595293,1965,Q3,No,0,59,None,Yes,24.27,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5890.0,0.0,-0.27330037394865414,0.8065565576857298,1.496526791838568,1.460650080192878,Stayed,No,50,0.9405997381905628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5937-EORGB,79,No,Yes,0,United States,California,Five Points,93624,36.397745,-120.119911,1852,Q3,Yes,9,15,None,Yes,22.83,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,1392.25,0.0,-0.27330037394865414,-0.4803322555320018,-0.4536399807511162,0.6284068543374908,Stayed,No,61,-1.695977407692064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539-HIVAK,79,No,Yes,0,United States,California,Friant,93626,37.027663,-119.69056,1125,Q3,Yes,8,28,None,Yes,25.57,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.7,734.6,0.0,-0.27330037394865414,-0.03914394493891616,-0.552816207032052,0.6284068543374908,Stayed,No,80,-1.0687442424965174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4583-PARNH,66,No,Yes,0,United States,California,Kerman,93630,36.727418,-120.123526,14062,Q3,Yes,1,16,None,Yes,15.44,No,Yes,Fiber Optic,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,1540.05,0.0,-0.27330037394865414,-0.593030112921861,-0.43535377502556466,1.460650080192878,Stayed,No,46,-0.30034134874617846,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421-HCERK,75,No,Yes,0,United States,California,Lakeshore,93634,37.290606,-119.216328,52,Q3,Yes,6,30,None,Yes,33.48,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,0.0,-0.27330037394865414,0.3015600691637038,0.40203158512385406,1.460650080192878,Stayed,No,54,-1.644412417022349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0716-BQNDX,77,No,Yes,0,United States,California,Madera,93637,36.902954,-120.194274,28434,Q3,No,0,57,None,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,0.0,-0.27330037394865414,-0.7360374454256892,0.9483908816751122,-0.20383637151789624,Stayed,No,75,-0.10507064637398007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162-ECVII,66,No,Yes,0,United States,California,Fresno,93704,36.799648,-119.801247,26580,Q3,Yes,1,72,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,7932.5,0.0,5.303678821433216,0.7089307541717179,2.2294584408708165,0.6284068543374908,Stayed,No,53,-0.11436925124884666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695-ARGXZ,66,No,Yes,0,United States,California,Fresno,93722,36.78979,-119.929894,60889,Q3,Yes,1,34,None,Yes,2.07,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,0.0,-0.27330037394865414,-0.80170010020299,-0.18799261572720327,1.460650080192878,Stayed,No,22,0.8290164796921637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697-NVVGY,71,No,Yes,0,United States,California,Fresno,93728,36.757345,-119.818274,16346,Q3,Yes,1,19,None,Yes,30.44,No,Yes,DSL,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,1286.05,0.0,-0.27330037394865414,-0.20167643814554673,-0.4083660020402688,0.6284068543374908,Stayed,No,22,0.11217857661153935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9112-WSNPU,65,No,Yes,0,United States,California,Monterey,93940,36.362741,-121.869685,32857,Q3,No,0,35,None,Yes,16.91,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,2419.0,0.0,-0.27330037394865414,-0.18574211159498388,-0.008212581692848483,0.6284068543374908,Stayed,No,45,1.2449177159134694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976-LNFVV,65,No,Yes,0,United States,California,Daly City,94015,37.680844,-122.48131,63337,Q3,Yes,6,19,None,No,0.0,No,Yes,DSL,14,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.3,577.15,0.0,-0.27330037394865414,-0.884832635609114,-0.8576712355251614,1.460650080192878,Stayed,No,20,0.1814954493150903,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077-MPJQO,80,No,Yes,0,United States,California,Menlo Park,94025,37.449551,-122.183762,39062,Q3,Yes,2,7,None,Yes,21.37,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,533.05,0.0,-0.27330037394865414,-0.7081376090191439,-0.8208510056723569,0.6284068543374908,Stayed,No,41,-0.7331491392854234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480-IVEVR,76,No,Yes,0,United States,California,Montara,94037,37.540582,-122.509594,2346,Q3,Yes,2,35,None,Yes,4.16,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,2815.25,0.0,-0.27330037394865414,-0.7128505788439583,-0.025664581812672477,-0.20383637151789624,Stayed,No,60,-1.7754382129863784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118-CEVPF,74,No,Yes,0,United States,California,Redwood City,94062,37.410567,-122.297152,25569,Q3,No,0,35,None,Yes,32.92,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.8,3836.3,0.0,4.108611850994244,0.47614075590745386,0.7204607793101627,-0.20383637151789624,Stayed,No,35,-1.9233705632683469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428-HYUNX,74,No,Yes,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,Q3,Yes,4,44,None,Yes,1.89,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,847.25,0.0,-0.27330037394865414,-0.7866044224182462,-0.734369364278581,1.460650080192878,Stayed,No,42,0.48581342703799685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9693-XMUOB,65,No,Yes,0,United States,California,Palo Alto,94304,37.386978,-122.177746,1723,Q3,Yes,4,59,None,No,0.0,No,Yes,Cable,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2997.45,0.0,-0.27330037394865414,-0.884832635609114,-0.012889717724961346,0.6284068543374908,Stayed,No,27,0.9684955528151625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635-NZATJ,80,No,Yes,0,United States,California,Alameda,94501,37.774633,-122.274434,58555,Q3,Yes,3,71,Offer A,Yes,37.25,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1789.65,0.0,-0.27330037394865414,2.239134017067021,0.48866331371866034,1.460650080192878,Stayed,No,26,0.7952033710562852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9943-VSZUV,75,No,Yes,0,United States,California,Alamo,94507,37.855717,-121.994813,15187,Q3,No,0,67,Offer A,Yes,39.89,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.7,5060.85,0.0,-0.27330037394865414,2.2720657460684808,1.640174204824839,0.6284068543374908,Stayed,No,30,1.2026513301186212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9355-NPPFS,70,No,Yes,0,United States,California,Fremont,94538,37.505768,-121.962472,56126,Q3,No,0,26,None,Yes,19.21,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.8,2006.1,0.0,-0.27330037394865414,-0.29487275874149993,-0.18457900450376577,-0.20383637151789624,Stayed,No,37,0.09189071143001223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5828-DWPIL,68,No,Yes,0,United States,California,Livermore,94550,37.571748,-121.659562,75929,Q3,Yes,4,62,None,Yes,4.76,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,5618.3,0.0,-0.27330037394865414,-0.5362382359351255,1.004900458063102,0.6284068543374908,Stayed,No,25,0.012429906135697747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931-FSOHN,76,No,Yes,0,United States,California,Napa,94559,38.232389,-122.324944,26894,Q3,No,0,13,None,Yes,49.9,No,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0.0,-0.27330037394865414,-0.11859115055721549,-0.5575317374644285,1.460650080192878,Stayed,No,58,0.7216598597732494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9971-ZWPBF,70,No,Yes,1,United States,California,Orinda,94563,37.873916,-122.20522,17964,Q3,Yes,7,34,None,Yes,11.74,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.9,3625.2,0.0,0.921766596490318,-0.4133466618565074,0.3560141512079023,-0.20383637151789624,Stayed,No,24,0.6345911050358622,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421-WZOOW,75,No,Yes,1,United States,California,Rio Vista,94571,38.148862,-121.737696,5246,Q3,Yes,8,57,None,Yes,28.25,No,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,0.0,-0.27330037394865414,1.0171873294052527,1.4461847522929236,-0.20383637151789624,Stayed,No,23,0.4325577809364882,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957-JIRMN,69,No,Yes,0,United States,California,Vallejo,94591,38.105733,-122.186338,51665,Q3,No,0,62,None,Yes,19.52,Yes,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.45,4959.15,0.0,-0.27330037394865414,0.5446973395245529,1.094244227476529,0.6284068543374908,Stayed,No,60,-0.19805669512264595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271-DBYSJ,80,No,Yes,0,United States,California,Berkeley,94708,37.897743,-122.263124,10737,Q3,No,0,11,Offer D,Yes,26.84,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,0.0,5.303678821433216,-0.5360964924817476,-0.6183030922816796,1.460650080192878,Stayed,No,20,-0.8836174727150827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915-ODIYG,72,No,Yes,0,United States,California,Cotati,94931,38.326215,-122.718742,7936,Q3,No,0,60,None,Yes,10.2,Yes,Yes,DSL,29,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,4374.55,0.0,0.1250552828643366,-0.161941023381949,0.6848761510658417,-0.20383637151789624,Stayed,No,71,0.47651482216313024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671-UUNXD,79,No,Yes,0,United States,California,Nicasio,94946,38.065359,-122.665566,607,Q3,Yes,1,50,None,Yes,36.58,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,0.0,-0.27330037394865414,1.2755738329586717,1.390704843912003,-0.20383637151789624,Stayed,No,40,1.1756008432099183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4698-KVLLG,66,No,Yes,0,United States,California,San Quentin,94964,37.942551,-122.491642,6448,Q3,No,0,51,None,Yes,47.46,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,967.9,0.0,-0.27330037394865414,1.9742036907493237,0.1235535096118467,1.460650080192878,Stayed,No,68,-0.14902768760062213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0282-NVSJS,70,No,Yes,1,United States,California,Aromas,95004,36.878364,-121.629781,3373,Q3,Yes,1,12,Offer D,No,0.0,No,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0.0,-0.27330037394865414,-0.884832635609114,-0.9348963360553826,0.6284068543374908,Stayed,No,75,-0.8853081281468766,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7537-CBQUZ,68,No,Yes,0,United States,California,Castroville,95012,36.784481,-121.759054,8582,Q3,No,0,63,None,Yes,26.11,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,7031.45,0.0,-0.27330037394865414,1.0581511874314586,1.96928402308448,-0.20383637151789624,Stayed,No,24,1.3193065549124021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750-UKWJK,77,No,Yes,0,United States,California,Gilroy,95020,37.03889,-121.528955,49968,Q3,Yes,1,37,None,Yes,25.35,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.6,727.8,0.0,-0.27330037394865414,0.22306963185570533,-0.4777062889163535,0.6284068543374908,Stayed,No,77,1.1240358525402037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884-ZTHVF,80,No,Yes,0,United States,California,Santa Cruz,95065,37.031404,-121.981865,8365,Q3,No,0,8,None,Yes,39.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,0.0,-0.27330037394865414,-0.5162051611910524,-0.7011163232502684,1.460650080192878,Stayed,No,65,-0.3806474817563899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055-OYMSE,75,No,Yes,0,United States,California,Saratoga,95070,37.257772,-122.051824,30589,Q3,No,0,53,None,Yes,16.74,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.8,4003.85,0.0,-0.27330037394865414,0.1631475869402083,0.6480594116130608,-0.20383637151789624,Stayed,No,45,1.7487330345880592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468-DEFNC,69,No,Yes,1,United States,California,San Jose,95130,37.277592,-121.986477,13481,Q3,Yes,9,64,None,Yes,37.09,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.4,1548.65,0.0,-0.27330037394865414,1.919041863476434,0.3099583228916867,-0.20383637151789624,Stayed,No,68,0.3142119007109134,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9605-WGJVW,69,No,Yes,0,United States,California,Stockton,95204,37.974498,-121.319568,30476,Q3,No,0,1,None,Yes,22.34,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,70.2,0.0,-0.27330037394865414,-0.8584447293719327,-1.0268195110865197,1.460650080192878,Joined,No,47,-1.6723082316469489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627-MIHJH,72,No,Yes,0,United States,California,Stockton,95210,38.033219,-121.297433,40611,Q3,No,0,69,None,Yes,23.4,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,7467.55,0.0,-0.27330037394865414,1.0223255295902005,2.1109139848568996,-0.20383637151789624,Stayed,No,69,0.4629895787087789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5553-AOINX,67,No,Yes,1,United States,California,Copperopolis,95228,37.943954,-120.67108,2633,Q3,Yes,6,66,None,Yes,39.38,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,6891.45,0.0,-0.27330037394865414,2.1851888211022916,2.2534549410355744,0.6284068543374908,Stayed,No,48,0.415651226618549,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3258-SANFR,69,No,Yes,0,United States,California,Big Oak Flat,95305,37.818589,-120.256995,167,Q3,No,0,6,Offer E,Yes,19.74,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,276.5,0.0,-0.27330037394865414,-0.7449318471251509,-0.9212698143618241,-0.20383637151789624,Stayed,No,30,-0.11014261266936184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833-QTJNO,66,No,Yes,0,United States,California,Coulterville,95311,37.722127,-120.110174,2271,Q3,Yes,10,67,None,Yes,44.9,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,0.0,-0.27330037394865414,2.668557621029743,1.9416121316944872,-0.20383637151789624,Stayed,No,49,0.7275771537845281,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322-VCZHZ,70,No,Yes,0,United States,California,El Portal,95318,37.654551,-119.822984,579,Q3,Yes,3,23,Offer D,Yes,31.53,No,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.1,0.0,-0.27330037394865414,-0.028241510983267885,-0.09950748471967173,-0.20383637151789624,Stayed,No,50,0.5061012922195239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6383-ZTSIW,77,No,Yes,0,United States,California,Gustine,95322,37.147198,-121.120161,7872,Q3,Yes,6,39,None,Yes,9.13,No,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,99.1,3877.95,0.0,-0.27330037394865414,-0.46424437357361287,0.418722678038454,-0.20383637151789624,Stayed,No,22,0.16797020586073888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0118-JPNOY,71,No,Yes,0,United States,California,Le Grand,95333,37.249377,-120.249581,3256,Q3,No,0,26,None,Yes,33.74,No,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,-0.27330037394865414,0.15135925640094844,0.012743780051036314,-0.20383637151789624,Stayed,No,46,1.0986760210632949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000-PLFUZ,70,No,Yes,0,United States,California,Merced,95340,37.255637,-120.493537,59289,Q3,Yes,3,60,None,No,0.0,No,Yes,DSL,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,2907.55,0.0,1.3201222533033088,-0.884832635609114,-0.030306813844545564,-0.20383637151789624,Stayed,No,61,-0.1042253186580831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779-ORAEL,77,No,Yes,0,United States,California,Mi Wuk Village,95346,38.121601,-120.133915,1278,Q3,Yes,4,45,None,Yes,9.39,Yes,Yes,DSL,22,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.15,3480.35,0.0,-0.27330037394865414,-0.3857185004022699,0.30314855244493144,-0.20383637151789624,Stayed,No,52,1.2144859181411787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0644-OQMDK,69,No,Yes,0,United States,California,Merced,95348,37.40122,-120.514191,23100,Q3,No,0,4,Offer E,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0.0,-0.27330037394865414,-0.8556334842132716,-0.9479259993448432,0.6284068543374908,Stayed,No,34,0.09273603914590921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658-XUHBX,75,No,Yes,1,United States,California,Modesto,95357,37.670526,-120.877572,13343,Q3,Yes,3,59,None,Yes,16.15,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,88.75,5348.65,0.0,-0.27330037394865414,0.24066944398345816,1.140355902193128,-0.20383637151789624,Stayed,No,21,1.7681755720536891,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378-HTWFW,78,No,Yes,0,United States,California,Newman,95360,37.343846,-121.039391,8504,Q3,No,0,35,None,Yes,26.19,Yes,Yes,Fiber Optic,19,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91.0,3180.5,0.0,1.3201222533033088,0.19791016888113236,0.3849111730063067,-0.20383637151789624,Stayed,No,35,0.9524343262131203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
